	KeyBert	KeyBert_Freq	TextRank_NOUN	TextRank_NOUN_Freq	TextRank_PROPN	TextRank_PROPN_Freq	TextRank_VERB	TextRank_VERB_Freq	SingleRank_NOUN	SingleRank_NOUN_Freq	SingleRank_PROPN	SingleRank_PROPN_Freq	SingleRank_VERB	SingleRank_VERB_Freq	PositionRank_NOUN	PositionRank_NOUN_Freq	PositionRank_PROPN	PositionRank_PROPN_Freq	PositionRank_VERB	PositionRank_VERB_Freq	MultipartiteRank	MultipartiteRank_Freq	Yake_NOUN	Yake_NOUN_Freq	Yake_PROPN	Yake_PROPN_Freq	Yake_VERB	Yake_VERB_Freq	sCAKE_NOUN	sCAKE_NOUN_Freq	sCAKE_PROPN	sCAKE_PROPN_Freq	sCAKE_VERB	sCAKE_VERB_Freq	SGRank_NOUN	SGRank_NOUN_Freq	SGRank_PROPN	SGRank_PROPN_Freq	SGRank_VERB	SGRank_VERB_Freq
542	period	3.0	progress	1.0					site service application	1.0					site service application	1.0					interest right	3	minor	1.0	1by	1.0			communication feature	1.0					policythis	1.0				
543	hindrance	3.0	site service application	1.0					support ticket	1.0					support ticket	1.0					comment regard	3	push	1.0	products	1.0			collection use disclosure	1.0					parcel	1.0				
544	lawfully	3.0	support ticket	1.0					information object	1.0					information object	1.0					datum infringe datum protection law	3	sms	1.0	update	1.0			access updating	1.0					surcharge	1.0				
545	natural	3.0	information object	1.0					processor	1.0					processor	1.0					tantan	3	asset	1.0	brexit	1.0			juvenile	1.0					fuel	1.0				
546	para	3.0	processor	1.0					mail address -email-	1.0					mail address -email-	1.0					approach specify	3	buyer	1.0	csr	1.0			datum datum portability	1.0					schedule	1.0				
547	entry	3.0	mail address -email-	1.0					correction addition	1.0					correction addition	1.0					supervisory authority	3	duty	1.0	press	1.0			datum objection	1.0					sitemap	1.0				
548	jaumo	3.0	correction addition	1.0					investigation	1.0					investigation	1.0					nekki limited	3	policythis	1.0	conditions	1.0			data rectification	1.0					award	1.0				
549	entire	3.0	investigation	1.0					result	1.0					result	1.0					registration number	3	parcel	1.0	apec	1.0			file erasure	1.0					career	1.0				
550	anonymous	3.0	result	1.0					restrict limit	1.0					restrict limit	1.0					change update	3	pickup	1.0	cbpr	1.0			mistake	1.0					franchise	1.0				
551	avatar	3.0	restrict limit	1.0					receipt	1.0					receipt	1.0					support e-mail	3	schedule	1.0	prp	1.0			blog	1.0					vacancy	1.0				
552	replace	3.0	receipt	1.0					address -email-	1.0					address -email-	1.0					fulfil	3	award	1.0	commitment	1.0			forum	1.0					postcode	1.0				
553	emailto	3.0	address -email-	1.0					app section	1.0					app section	1.0					occur	3	career	1.0	privacyto	1.0			member information page	1.0					phishing	1.0				
554	cancel	3.0	app section	1.0					communication feature	1.0					communication feature	1.0					regulator	3	vacancy	1.0	calabasas	1.0			communication option	1.0					moment	1.0				
555	lingodeer	3.0	communication feature	1.0					collection use disclosure	1.0					collection use disclosure	1.0					twitter	3	surcharge	1.0	rd	1.0			applier	1.0					certification	1.0				
556	unauthorized	3.0	collection use disclosure	1.0					access updating	1.0					access updating	1.0					twitter international company	3	franchise	1.0	planetart	1.0			acquisition processing restriction	1.0					guideline	1.0				
557	pende	3.0	access updating	1.0					juvenile	1.0					juvenile	1.0					yumobi tekhnolodzhi ooo	3	sitemap	1.0	care	1.0			correction update amendment	1.0					region	1.0				
558	situate	3.0	juvenile	1.0					datum datum portability	1.0					datum datum portability	1.0					display	3	moment	1.0	notification	1.0			data access request	1.0					reply	1.0				
559	anytime	3.0	datum datum portability	1.0					datum objection	1.0					datum objection	1.0					password	3	certification	1.0	datainspektionen	1.0			datum request	1.0					conjunction	1.0				
560	forum	3.0	datum objection	1.0					data rectification	1.0					data rectification	1.0					infringement	3	guideline	1.0	18th	1.0			circumstancesfor example	1.0					ease	1.0				
561	based	3.0	file erasure	1.0					file erasure	1.0					file erasure	1.0					attempt	3	region	1.0					ctr	1.0					prevention	1.0				
562	revise	3.0	data rectification	1.0					mistake	1.0					mistake	1.0					help center	3	reply	1.0					customer service email address	1.0					credit	1.0				
563	specifically	3.0	mistake	1.0					objection”below	1.0					objection”below	1.0					google account	3	conjunction	1.0					document	1.0					fraud	1.0				
564	easily	3.0	objection”below	1.0					blog	1.0					blog	1.0					privacy matter	3	ease	1.0					account information update	1.0					audit	1.0				
565	accept	3.0	forum	1.0					forum	1.0					forum	1.0					processing base	3	credit	1.0					party tracking	1.0					tax	1.0				
566	exemption	3.0	blog	1.0					member information page	1.0					member information page	1.0					tgtg account	3	tax	1.0					right interest	1.0					accounting	1.0				
567	cost	3.0	member information page	1.0					communication option	1.0					communication option	1.0					address state	2	audit	1.0					viii	1.0					note	1.0				
568	analytics	3.0	communication option	1.0					applier	1.0					applier	1.0					keyword data protection	2	accounting	1.0					filter	1.0										
569	experience	3.0	applier	1.0					acquisition processing restriction	1.0					acquisition processing restriction	1.0					result	2	fraud	1.0					user content	1.0										
570	publisher	3.0	acquisition processing restriction	1.0					correction update amendment	1.0					correction update amendment	1.0					pre-condition	2	prevention	1.0					meaning	1.0										
571	confidentially	3.0	correction update amendment	1.0					data access request	1.0					data access request	1.0					datum provide	2	note	1.0					present	1.0										
572	statutory	3.0	data access request	1.0					datum request	1.0					datum request	1.0					hinderance	2							privacy concern complaint	1.0										
573	faith	3.0	datum request	1.0					circumstancesfor example	1.0					circumstancesfor example	1.0					data processing base	2							health datum	1.0										
574	destroy	3.0	circumstancesfor example	1.0					ctr	1.0					ctr	1.0					advertisement	2							health care professional	1.0										
575	encourage	3.0	ctr	1.0					customer service email address	1.0					customer service email address	1.0					contact provide	2							family caregiver	1.0										
576	paris	3.0	customer service email address	1.0					document	1.0					document	1.0					appeal	2							rectify port	1.0										
577	possess	3.0	document	1.0					account information update	1.0					account information update	1.0					delete inaccuracy	2							status update	1.0										
578	independently	3.0	account information update	1.0					party tracking	1.0					party tracking	1.0					singapore	2							request email	1.0										
579	true	3.0	party tracking	1.0					right interest	1.0					right interest	1.0					question contact	2							time information	1.0										
580	amsterdam	3.0	right interest	1.0					iii	1.0					viii	1.0					send complaint	2							user profile	1.0										
581	strozzilaan	3.0	viii	1.0					viii	1.0					filter	1.0					privacy email	2							compilation	1.0										
582	barbara	3.0	filter	1.0					filter	1.0					user content	1.0					contact service page	2							data transfer tool	1.0										
583	201	3.0	user content	1.0					user content	1.0					meaning	1.0					gather	2							balance	1.0										
584	1083	3.0	meaning	1.0					meaning	1.0					present	1.0					reject	2							mail -email-	1.0										
585	hn	3.0	present	1.0					present	1.0					privacy concern complaint	1.0					owner contact email	2							area	1.0										
586	upload	3.0	privacy concern complaint	1.0					privacy concern complaint	1.0					health datum	1.0					aspect	2							outlet	1.0										
587	answer	3.0	health care professional	1.0					health datum	1.0					health care professional	1.0					detail set	2							institution	1.0										
588	technology	3.0	health datum	1.0					health care professional	1.0					family caregiver	1.0					suspend	2							imo account	1.0										
589	legislation	3.0	family caregiver	1.0					family caregiver	1.0					rectify port	1.0					assert exercise	2							download	1.0										
590	commission	3.0	rectify port	1.0					rectify port	1.0					status update	1.0					defend	2							rectification erasure	1.0										
591	solely	3.0	status update	1.0					status update	1.0					telephone number	1.0					union	2							child user	1.0										
592	line	3.0	telephone number	1.0					telephone number	1.0					request email	1.0					lift	2							learning	1.0										
593	social	3.0	request email	1.0					request email	1.0					time information	1.0					exception	2							hn	1.0										
594	internet	3.0	time information	1.0					time information	1.0					user profile	1.0					membership	2							case access	1.0										
595	interactive	3.0	user profile	1.0					user profile	1.0					compilation	1.0					terminate	2							question complaint	1.0										
596	york	3.0	compilation	1.0					compilation	1.0					data transfer tool	1.0					correct delete	2							question opinion	1.0										
597	tandem	3.0	data transfer tool	1.0					data transfer tool	1.0					balance	1.0					involve	2							nickname profile photo signature job	1.0										
598	software	3.0	balance	1.0					balance	1.0					mail -email-	1.0					feature	2							address information interest question	1.0										
599	deal	3.0	mail -email-	1.0					mail -email-	1.0					area	1.0					send email	2							answer	1.0										
600	usa	3.0	area	1.0					outlet	1.0					outlet	1.0					violate	2							left	1.0										
601	professional	3.0	outlet	1.0					area	1.0					institution	1.0					infringe	2							treatment	1.0										
602	satisfied	3.0	institution	1.0					institution	1.0					imo account	1.0					livu application	2							interest page	1.0										
603	settings	3.0	imo account	1.0					imo account	1.0					download	1.0					scope	2							controller section	1.0										
604	database	3.0	download	1.0					download	1.0					rectification erasure	1.0					visitor	2							datum privacy practice	1.0										
605	code	3.0	rectification erasure	1.0					rectification erasure	1.0					child user	1.0					email use	2							party advertiser	1.0										
606	agent	3.0	child user	1.0					child user	1.0					learning	1.0					testimonial	2							partner	1.0										
607	location	3.0	learning	1.0					learning	1.0					hn	1.0					restore	2							review update	1.0										
608	committed	3.0	hn	1.0					hn	1.0					case access	1.0					datum privacy	2							profile tab	1.0										
609	technologies	3.0	case access	1.0					case access	1.0					question complaint	1.0					instruct	2							data retention timeline	1.0										
610	zuuks	3.0	question complaint	1.0					question complaint	1.0					question opinion	1.0					assert	2							data protection regulation	1.0										
611	port	3.0	question opinion	1.0					question opinion	1.0					nickname profile photo signature job	1.0					revoke consent	2							regulation	1.0										
612	act	3.0	nickname profile photo signature job	1.0					nickname profile photo signature job	1.0					address information interest question	1.0					privacy issue	2							-urland	1.0										
613	effect	3.0	address information interest question	1.0					address information interest question	1.0					left	1.0					google analytics	2							party information disclosure	1.0										
614	ofinterest	3.0	left	1.0					left	1.0					treatment	1.0					advertising experience	2							access correction	1.0										
615	wrong	3.0	treatment	1.0					treatment	1.0					interest page	1.0					exercise control	2							deletion request	1.0										
616	aim	3.0	interest page	1.0					interest page	1.0					controller section	1.0					account tool	2							information processing	1.0										
617	strive	3.0	controller section	1.0					controller section	1.0					datum privacy practice	1.0					publisher partner	2							security question	1.0										
618	remain	3.0	datum privacy practice	1.0					datum privacy practice	1.0					party advertiser	1.0					association	2							account profile	1.0										
619	young	3.0	party advertiser	1.0					party advertiser	1.0					partner	1.0					advertising demand partner account	2							game support menu	1.0										
620	category	3.0	partner	1.0					partner	1.0					review update	1.0					revoke	2							affiliate	1.0										
621	end	3.0	review update	1.0					profile tab	1.0					profile tab	1.0					employee	2							delivery recipient	1.0										
622	legally	3.0	profile tab	1.0					review update	1.0					data retention timeline	1.0					ground apply	2							delivery partner	1.0										
623	iii	3.0	data retention timeline	1.0					data retention timeline	1.0					data protection regulation	1.0					resolve issue	2							rider	1.0										
624	cover	3.0	data protection regulation	1.0					data protection regulation	1.0					regulation	1.0					paris france	2							phone number	1.0										
625	modification	3.0	regulation	1.0					regulation	1.0					-urland	1.0					request form	2							setting menu	1.0										
626	functionality	3.0	-urland	1.0					-urland	1.0					party information disclosure	1.0					hn amsterdam	2							datum information	1.0										
627	cyprus	3.0	party information disclosure	1.0					party information disclosure	1.0					deletion request	1.0					information collection	2							datum rectification	1.0										
628	corresponding	3.0	deletion request	1.0					deletion request	1.0					access correction	1.0					summary	2							submission	1.0										
629	channel	3.0	access correction	1.0					access correction	1.0					information processing	1.0					automate mean	2							party company	1.0										
630	imo	3.0	information processing	1.0					information processing	1.0					security question	1.0					time withdraw	2							court order	1.0										
631	play	3.0	security question	1.0					security question	1.0					account profile	1.0					datum relate	2							-url- user	1.0										
632	lion	3.0	account profile	1.0					account profile	1.0					game support menu	1.0					receive information	2							liability	1.0										
633	swiss	3.0	game support menu	1.0					game support menu	1.0					affiliate	1.0					device delete	2							destruction	1.0										
634	timely	3.0	affiliate	1.0					affiliate	1.0					delivery recipient	1.0					reset	2							trade secret	1.0										
635	tantan	3.0	delivery recipient	1.0					delivery recipient	1.0					delivery partner	1.0					take-two	2							property	1.0										
636	approach	3.0	delivery partner	1.0					delivery partner	1.0					rider	1.0					internet privacy policy administrator	2							data protection practice	1.0										
637	medium	3.0	rider	1.0					rider	1.0					phone number	1.0					street new york ny	2							support center	1.0										
638	amino	3.0	phone number	1.0					phone number	1.0					setting menu	1.0					legislation	2							data policy	1.0										
639	misuse	3.0	setting menu	1.0					setting menu	1.0					datum information	1.0					game account	2							gdprbot	1.0										
640	nekki	3.0	datum information	1.0					datum information	1.0					datum rectification	1.0					tracking	2							privacy regulator	1.0										
641	particularly	3.0	datum rectification	1.0					datum rectification	1.0					submission	1.0					collect information	2							possession	1.0										
642	driver	3.0	submission	1.0					submission	1.0					party company	1.0					transformation	2							datum protection regulator	1.0										
643	delivery	3.0	party company	1.0					party company	1.0					court order	1.0					opportunity	2							building flat	1.0										
644	saygames	3.0	court order	1.0					court order	1.0					-url- user	1.0					professional	2							security measure	1.0										
645	create	3.0	-url- user	1.0					-url- user	1.0					liability	1.0					thomson reuters	2							ip address	1.0										
646	fulfil	3.0	liability	1.0					liability	1.0					destruction	1.0					uk limited	2							-emailor po box	1.0										
647	deactivation	3.0	destruction	1.0					destruction	1.0					trade secret	1.0					rectify erase	2							account security marketing preference app	1.0										
648	periscope	3.0	trade secret	1.0					trade secret	1.0					property	1.0					process information	2							transparency	1.0										
649	international	3.0	property	1.0					property	1.0					data protection practice	1.0					question comment complaint	2							people	1.0										
650	compromise	3.0	data protection practice	1.0					data protection practice	1.0					voice	1.0					south	2							ad	1.0										
651	contractual	3.0	voice	1.0					voice	1.0					support center	1.0					setting page	2							safety setting	1.0										
652	headspace	3.0	support center	1.0					support center	1.0					data policy	1.0					request contact	2							tweet	1.0										
653	lane	3.0	data policy	1.0					datum protection authority	1.0					gdprbot	1.0					sns	2							correction deletion	1.0										
654	itv	3.0	gdprbot	1.0					data policy	1.0					privacy regulator	1.0					facebook account	2							account feature	1.0										
655	sega	3.0	privacy regulator	1.0					gdprbot	1.0					possession	1.0					future	2							dispute resolution body	1.0										
656	playdemic	3.0	possession	1.0					privacy regulator	1.0					datum protection regulator	1.0					privacy policy contact	2							complaint resolution process	1.0										
657	drawer	3.0	datum protection regulator	1.0					possession	1.0					building flat	1.0					eu representative	2							participation	1.0										
658	keyword	2.0	building flat	1.0					datum protection regulator	1.0					security measure	1.0					agreement	2							arbitration process	1.0										
659	result	2.0	security measure	1.0					building flat	1.0					ip address	1.0					port	2							right request	1.0										
660	pre	2.0	ip address	1.0					security measure	1.0					-emailor po box	1.0					open	2							update tool	1.0										
661	agreement	2.0	-emailor po box	1.0					ip address	1.0					contact email	1.0					game account datum	2							accountability	1.0										
662	hinderance	2.0	contact email	1.0					-emailor po box	1.0					account security marketing preference app	1.0					word	2							id	1.0										
663	advertisement	2.0	account security marketing preference app	1.0					contact email	1.0					transparency	1.0					substance	2							deletion function	1.0										
664	appeal	2.0	transparency	1.0					account security marketing preference app	1.0					people	1.0					datum process	2							privacy question concern	1.0										
665	remedy	2.0	people	1.0					transparency	1.0					ad	1.0					realization	2							privacy inquiry form	1.0										
666	wide	2.0	ad	1.0					people	1.0					safety setting	1.0					claim arise	2							touch	1.0										
667	singapore	2.0	safety setting	1.0					ad	1.0					tweet	1.0					datum breach	2							-emailwith	1.0										
668	reject	2.0	tweet	1.0					safety setting	1.0					correction deletion	1.0					mention topic	2							information collection	1.0										
669	enforce	2.0	correction deletion	1.0					tweet	1.0					account feature	1.0					accident occur	2							dissemination practice	1.0										
670	aspect	2.0	account feature	1.0					correction deletion	1.0					dispute resolution body	1.0					alexadra games	2							support channel	1.0										
671	bring	2.0	complaint resolution process	1.0					account feature	1.0					complaint resolution process	1.0					following contact information	2							ticket	1.0										
672	external	2.0	dispute resolution body	1.0					dispute resolution body	1.0					participation	1.0					continue process	2							computer phone	1.0										
673	fundamental	2.0	arbitration process	1.0					complaint resolution process	1.0					arbitration process	1.0					assistance	2							tablet	1.0										
674	suspend	2.0	participation	1.0					arbitration process	1.0					right request	1.0					remain	2							organization	1.0										
675	defend	2.0	right request	1.0					participation	1.0					update tool	1.0					reside work	2							registration profile	1.0										
676	lift	2.0	update tool	1.0					right request	1.0					accountability	1.0					connect	2							user preference	1.0										
677	exception	2.0	accountability	1.0					update tool	1.0					id	1.0					automate decision-making include profiling	2							datum collection	1.0										
678	insofar	2.0	id	1.0					accountability	1.0					deletion function	1.0					datum include information	2							processing practice	1.0										
679	old	2.0	deletion function	1.0					id	1.0					privacy question concern	1.0					controller confirmation	2							security violation	1.0										
680	notwithstanding	2.0	privacy question concern	1.0					deletion function	1.0					privacy inquiry form	1.0					supervise	2							-emailor	1.0										
681	easy	2.0	privacy inquiry form	1.0					privacy question concern	1.0					touch	1.0					state authority	2							storage	1.0										
682	terminate	2.0	touch	1.0					privacy inquiry form	1.0					amend delete	1.0					rectification deletion	2							-emailany time	1.0										
683	membership	2.0	amend delete	1.0					touch	1.0					-emailwith	1.0					personal datum infringe	2							software	1.0										
684	finally	2.0	-emailwith	1.0					amend delete	1.0					information collection	1.0					request removal	2							research activity	1.0										
685	duration	2.0	dissemination practice	1.0					-emailwith	1.0					dissemination practice	1.0					publish	2							cookie feature	1.0										
686	oblige	2.0	information collection	1.0					dissemination practice	1.0					support channel	1.0					opposition	2							collection use	1.0										
687	involve	2.0	support channel	1.0					information collection	1.0					ticket	1.0					mailing list	2							app information	1.0										
688	newsletter	2.0	ticket	1.0					support channel	1.0					computer phone	1.0					obtain confirmation	2							service e	1.0										
689	emailso	2.0	computer phone	1.0					ticket	1.0					tablet	1.0					button	2							business relationship	1.0										
690	violate	2.0	tablet	1.0					computer phone	1.0					organization	1.0					correct update amend	2							information disclosure	1.0										
691	livu	2.0	organization	1.0					tablet	1.0					registration profile	1.0					california	2							acknowledgement	1.0										
692	commercially	2.0	user preference	1.0					organization	1.0					user preference	1.0					mailing address	2							datum privacy inquiry	1.0										
693	scope	2.0	registration profile	1.0					registration profile	1.0					datum collection	1.0					accommodate	2							information request	1.0										
694	visitor	2.0	security violation	1.0					user preference	1.0					processing practice	1.0					support feature	2							login setting	1.0										
695	particulary	2.0	datum collection	1.0					security violation	1.0					security violation	1.0					claim regard	2							network	1.0										
696	testimonial	2.0	processing practice	1.0					processing practice	1.0					-emailor	1.0					information regard	2							user request	1.0										
697	restore	2.0	-emailor	1.0					datum collection	1.0					storage	1.0					advertising	2							game app	1.0										
698	instruct	2.0	storage	1.0					-emailor	1.0					-emailany time	1.0					discretion	2							retention obligation	1.0										
699	800	2.0	-emailany time	1.0					storage	1.0					software	1.0					exemption	2							internet browser	1.0										
700	1800	2.0	software	1.0					-emailany time	1.0					cookie feature	1.0					time review	2							information society	1.0										
701	007	2.0	cookie feature	1.0					software	1.0					collection use	1.0					reserve	2							rectification erasure portability	1.0										
702	metro	2.0	collection use	1.0					cookie feature	1.0					app information	1.0					case edit	2							blocking	1.0										
703	high	2.0	app information	1.0					collection use	1.0					service e	1.0					file complaint	2							username password email address	1.0										
704	instal	2.0	service e	1.0					app information	1.0					business relationship	1.0					following information	2							game forum	1.0										
705	simple	2.0	business relationship	1.0					service e	1.0					information disclosure	1.0					understand	2							controller service	1.0										
706	mopub	2.0	information disclosure	1.0					business relationship	1.0					acknowledgement	1.0					consent contract	2							datum privacy authority	1.0										
707	independent	2.0	acknowledgement	1.0					information disclosure	1.0					datum privacy inquiry	1.0					connection	2							rectification update	1.0										
708	association	2.0	datum privacy inquiry	1.0					acknowledgement	1.0					information request	1.0					origin	2							source	1.0										
709	efta	2.0	information request	1.0					datum privacy inquiry	1.0					login setting	1.0					automated mean	2							amendment	1.0										
710	employee	2.0	login setting	1.0					information request	1.0					network	1.0					balance	2							company service	1.0										
711	gmbh	2.0	network	1.0					login setting	1.0					user request	1.0					user information	2							question query	1.0										
712	destruction	2.0	game app	1.0					network	1.0					game app	1.0					customer service channel	2							letter e	1.0										
713	reply	2.0	user request	1.0					user request	1.0					retention obligation	1.0					client	2							sentence	1.0										
714	france	2.0	retention obligation	1.0					game app	1.0					internet browser	1.0					chat history	2							contact e	1.0										
715	rue	2.0	internet browser	1.0					retention obligation	1.0					information society	1.0					select	2							portabilityof	1.0										
716	75010	2.0	information society	1.0					internet browser	1.0					rectification erasure portability	1.0					above-mention	2							data protection authorityabout	1.0										
717	summary	2.0	rectification erasure portability	1.0					information society	1.0					blocking	1.0					telemarketing	2							data protection issue	1.0										
718	persoonsgegevens	2.0	blocking	1.0					rectification erasure portability	1.0					username password email address	1.0					endeavour	2							information practice	1.0										
719	dutch	2.0	username password email address	1.0					blocking	1.0					game forum	1.0					following email address	2							privacy policy change	1.0										
720	autoriteit	2.0	game forum	1.0					username password email address	1.0					controller service	1.0					play	2							publisher partner	1.0										
721	promotion	2.0	controller service	1.0					game forum	1.0					datum privacy authority	1.0					follow information	2							account tool	1.0										
722	supplementary	2.0	datum privacy authority	1.0					controller service	1.0					source	1.0					address set	2							account deletion	1.0										
723	ad	2.0	rectification update	1.0					datum privacy authority	1.0					rectification update	1.0					privacy shield policy	2							advertising demand portal	1.0										
724	identifier	2.0	amendment	1.0					rectification update	1.0					amendment	1.0					satisfaction	2							publisher	1.0										
725	reset	2.0	source	1.0					source	1.0					company service	1.0					acknowledgment	2							companyattn	1.0										
726	small	2.0	company service	1.0					amendment	1.0					question query	1.0					datum retain	2							account holder	1.0										
727	join	2.0	question query	1.0					company service	1.0					letter e	1.0					mind	2							s	1.0										
728	nickname	2.0	letter f	1.0					question query	1.0					sentence	1.0					prefer	2							family plan	1.0										
729	44th	2.0	sentence	1.0					letter f	1.0					contact e	1.0					information maintain	2							material	1.0										
730	110	2.0	contact e	1.0					sentence	1.0					processingof	1.0					california civil code section	2							unsubscribe	1.0										
731	10036	2.0	processingof	1.0					contact e	1.0					portabilityof	1.0					amino	2							agent question comment	1.0										
732	zone	2.0	portabilityof	1.0					processingof	1.0					data protection authorityabout	1.0					datum associate	2							eea	1.0										
733	park	2.0	data protection authorityabout	1.0					portabilityof	1.0					data protection issue	1.0					email contain	2							agent	1.0										
734	tracking	2.0	data protection issue	1.0					data protection authorityabout	1.0					privacy policy change	1.0					prevent misuse	2							suite	1.0										
735	cancelled	2.0	privacy policy change	1.0					data protection issue	1.0					information practice	1.0					-emailalong	2							ec3r	1.0										
736	opportunity	2.0	information practice	1.0					privacy policy change	1.0					publisher partner	1.0					passport	2							information society service	1.0										
737	task	2.0	publisher partner	1.0					information practice	1.0					advertising demand portal	1.0					delete user provide datum	2							part	1.0										
738	canary	2.0	advertising demand portal	1.0					publisher partner	1.0					account deletion	1.0					access control	2							lawfulness	1.0										
739	wharf	2.0	account deletion	1.0					advertising demand portal	1.0					publisher	1.0					restrict stop processing	2							user base sale pattern traffic volume	1.0										
740	colonnade	2.0	publisher	1.0					account deletion	1.0					companyattn	1.0					driver	2							analytic	1.0										
741	e14	2.0	companyattn	1.0					publisher	1.0					account holder	1.0					complaint relate	2							group company	1.0										
742	proof	2.0	account holder	1.0					companyattn	1.0					s	1.0					cost	2							company number	1.0										
743	94104	2.0	family plan	1.0					account holder	1.0					family plan	1.0					accept	2							producer	1.0										
744	2nd	2.0	unsubscribe	1.0					family plan	1.0					material	1.0					department	2							programme	1.0										
745	registry	2.0	material	1.0					material	1.0					unsubscribe	1.0					fix	2							ico	1.0										
746	designate	2.0	agent question comment	1.0					unsubscribe	1.0					agent question comment	1.0					rooster teeth productions llc	2							privacy query	1.0										
747	tab	2.0	eea	1.0					agent question comment	1.0					eea	1.0					legal department	2							storage deletion	1.0										
748	valid	2.0	ec3r	1.0					eea	1.0					suite	1.0					request question	2							death	1.0										
749	contextlogic	2.0	suite	1.0					suite	1.0					ec3r	1.0					user request	2							game support	1.0										
750	sns	2.0	information society service	1.0					ec3r	1.0					information society service	1.0					saygames	2							policy term	1.0										
751	war	2.0	part	1.0					information society service	1.0					part	1.0					user license	2							publishing	1.0										
752	commercial	2.0	lawfulness	1.0					part	1.0					lawfulness	1.0					-url-	2							experience	1.0										
753	ticket	2.0	user base sale pattern traffic volume	1.0					lawfulness	1.0					user base sale pattern traffic volume	1.0					stay	2							choicesyou	1.0										
754	open	2.0	analytic	1.0					user base sale pattern traffic volume	1.0					analytic	1.0					belarus minsk	2							platform	1.0										
755	94103	2.0	group company	1.0					analytic	1.0					group company	1.0					access information	2							marketing use	1.0										
756	word	2.0	programme	1.0					group company	1.0					producer	1.0					evaluation	2							contactquestion comment	1.0										
757	clarification	2.0	producer	1.0					producer	1.0					programme	1.0					assessment	2							-emailprivacy	1.0										
758	realization	2.0	ico	1.0					programme	1.0					ico	1.0					balancing test	2							representative	1.0										
759	accident	2.0	privacy query	1.0					ico	1.0					privacy query	1.0					access change	2							datum processing activity	1.0										
760	topic	2.0	storage deletion	1.0					privacy query	1.0					storage deletion	1.0					invoke	2							rightsyou	1.0										
761	alexadra	2.0	death	1.0					storage deletion	1.0					death	1.0					live work	2							impact	1.0										
762	overmobile	2.0	policy term	1.0					death	1.0					game support	1.0					deactivation page	2							right -email-	1.0										
763	connect	2.0	game support	1.0					game support	1.0					policy term	1.0					visit feedback page	2							account detail	1.0										
764	supervise	2.0	experience	1.0					policy term	1.0					publishing	1.0					attention	2							complaintsin	1.0										
765	blog	2.0	publishing	1.0					publishing	1.0					experience	1.0					address book contact	2							on	1.0										
766	publish	2.0	choicesyou	1.0					experience	1.0					choicesyou	1.0					means	2							web site	1.0										
767	opposition	2.0	marketing use	1.0					choicesyou	1.0					platform	1.0					contact twitter	2							manufacturer	1.0										
768	amendment	2.0	platform	1.0					platform	1.0					marketing use	1.0					irish data protection commission	2							credit card information	1.0										
769	301	2.0	contactquestion comment	1.0					marketing use	1.0					contactquestion comment	1.0					principles	2							date information	1.0										
770	accommodate	2.0	-emailprivacy	1.0					contactquestion comment	1.0					-emailprivacy	1.0					yumobi tekhnolodzhi ooo support service	2							mail notification setting	1.0										
771	discretion	2.0	datum processing activity	1.0					-emailprivacy	1.0					datum processing activity	1.0					notification	2							click setting	1.0										
772	alert	2.0	impact	1.0					datum processing activity	1.0					rightsyou	1.0					variation	2							payment setting	1.0										
773	nicosia	2.0	right -email-	1.0					impact	1.0					right -email-	1.0					depend	2							mail password communication	1.0										
774	avenue	2.0	account detail	1.0					right -email-	1.0					account detail	1.0					access right	2							gift card balance	1.0										
775	reserve	2.0	complaintsin	1.0					account detail	1.0					complaintsin	1.0					privacy law	2							advertising preference address book	1.0										
776	understand	2.0	web site	1.0					complaintsin	1.0					on	1.0					country include	2							gift registry	1.0										
777	microsoft	2.0	on	1.0					on	1.0					web site	1.0					information relate	2							shopping list	1.0										
778	care	2.0	manufacturer	1.0					web site	1.0					manufacturer	1.0					data section	2							recommendation	1.0										
779	family	2.0	credit card information	1.0					manufacturer	1.0					credit card information	1.0					action	2							list reminder	1.0										
780	later	2.0	advertising preference address book	1.0					credit card information	1.0					date information	1.0					perform	2							seller account	1.0										
781	thing	2.0	mail notification setting	1.0					mail notification setting	1.0					mail notification setting	1.0					assist	2							certificate	1.0										
782	trustarc	2.0	date information	1.0					gift card balance	1.0					gift card balance	1.0					review delete	2							product review	1.0										
783	connection	2.0	gift card balance	1.0					date information	1.0					mail password communication	1.0					follow address	2							wish	1.0										
784	plan	2.0	mail password communication	1.0					advertising preference address book	1.0					payment setting	1.0					camel games	2							support request	1.0										
785	obligate	2.0	click setting	1.0					mail password communication	1.0					advertising preference address book	1.0					purpose include	2							system provider	1.0										
786	client	2.0	list reminder	1.0					click setting	1.0					click setting	1.0					search	2							communication preference	1.0										
787	chat	2.0	payment setting	1.0					gift registry	1.0					gift registry	1.0					share information	2							information information	1.0										
788	history	2.0	gift registry	1.0					payment setting	1.0					shopping list	1.0					portion	2							mail preference page	1.0										
789	telemarketing	2.0	shopping list	1.0					shopping list	1.0					list reminder	1.0					hope	2							unit	1.0										
790	hear	2.0	product review	1.0					list reminder	1.0					recommendation	1.0					research activity	2							beginning	1.0										
791	endeavour	2.0	seller account	1.0					product review	1.0					seller account	1.0					transmission	2							party application	1.0										
792	homer	2.0	recommendation	1.0					seller account	1.0					product review	1.0					residence	2							data access	1.0										
