	KeyBert	KeyBert_Freq	TextRank_NOUN	TextRank_NOUN_Freq	TextRank_PROPN	TextRank_PROPN_Freq	TextRank_VERB	TextRank_VERB_Freq	SingleRank_NOUN	SingleRank_NOUN_Freq	SingleRank_PROPN	SingleRank_PROPN_Freq	SingleRank_VERB	SingleRank_VERB_Freq	PositionRank_NOUN	PositionRank_NOUN_Freq	PositionRank_PROPN	PositionRank_PROPN_Freq	PositionRank_VERB	PositionRank_VERB_Freq	MultipartiteRank	MultipartiteRank_Freq	Yake_NOUN	Yake_NOUN_Freq	Yake_PROPN	Yake_PROPN_Freq	Yake_VERB	Yake_VERB_Freq	sCAKE_NOUN	sCAKE_NOUN_Freq	sCAKE_PROPN	sCAKE_PROPN_Freq	sCAKE_VERB	sCAKE_VERB_Freq	SGRank_NOUN	SGRank_NOUN_Freq	SGRank_PROPN	SGRank_PROPN_Freq	SGRank_VERB	SGRank_VERB_Freq
171	states	5	support form	2.0	sint	1.0	discuss	1.0	support form	2.0	sint	1.0	discuss	1.0	support form	2.0	sint	1.0	discuss	1.0	party dispute resolution provider	3.0	update	2.0	clara	1.0	retain	1.0	telemarketing	2.0	eu representative	1.0	upload	1.0	product	2.0	tianfu	1.0	cancel	1.0
172	europe	5	identity	2.0	westrem	1.0	express	1.0	identity	2.0	denijs	1.0	express	1.0	identity	2.0	denijs	1.0	express	1.0	efta states	3.0	notification	2.0	metro	1.0	here	1.0	acknowledgment	2.0	liverpool street london ec2 m	1.0	sign	1.0	vat	2.0	chengdu	1.0	identify	1.0
173	writing	5	datum processing	2.0	belgium	1.0	complain	1.0	datum processing	2.0	westrem	1.0	complain	1.0	datum processing	2.0	westrem	1.0	complain	1.0	european economic area	3.0	product	2.0	twitters	1.0	reflect	1.0	satisfaction	2.0	dpo centre	1.0	confirm	1.0	country	2.0	co.	1.0	instal	1.0
174	administrator	5	addition	2.0	denijs	1.0	retain	1.0	addition	2.0	belgium	1.0	retain	1.0	addition	2.0	belgium	1.0	deactivate	1.0	encourage	3.0	vat	2.0	petites	1.0	select	1.0	-urlfor	2.0	gogogame	1.0	interact	1.0	safety	2.0	tap4fun	1.0	involve	1.0
175	building	5	explanation	2.0	california civil code	1.0	deactivate	1.0	explanation	2.0	california civil code	1.0	deactivate	1.0	body	2.0	california civil code	1.0	retain	1.0	statement	3.0	country	2.0	ecuries	1.0	cancel	1.0	passport	2.0	data protection good catch ltd shepherds building central charecroft way shepherds bush london w14	1.0	remain	1.0	delivery	2.0	ted	1.0	conduct	1.0
176	san	5	body	2.0	outfit7	1.0	here	1.0	body	2.0	outfit7	1.0	here	1.0	explanation	2.0	outfit7	1.0	here	1.0	service support	3.0	safety	2.0	des	1.0	identify	1.0	misuse	2.0	beechavenue	1.0	elect	1.0	driver	2.0	sites	1.0	-emailmake	1.0
177	united	5	app support feature	2.0	privacy policy notice	1.0	reflect	1.0	app support feature	2.0	privacy policy notice	1.0	reflect	1.0	app support feature	2.0	privacy policy notice	1.0	reflect	1.0	barbara strozzilaan	3.0	driver	2.0	rules	1.0	involve	1.0	purpose	2.0	schiphol	1.0	reset	1.0	boulevard	1.0	mateo	1.0	hit	1.0
178	report	5	processing activity	2.0	kwalee	1.0	select	1.0	processing activity	2.0	kwalee	1.0	select	1.0	processing activity	2.0	kwalee	1.0	cancel	1.0	state	3.0	delivery	2.0	relive	1.0	instal	1.0	request question	2.0	rijk	1.0	misuse	1.0	state	1.0	real	1.0	enter	1.0
179	matter	5	support page	2.0	uber	1.0	cancel	1.0	support page	2.0	uber	1.0	cancel	1.0	support page	2.0	uber	1.0	select	1.0	query regard	3.0	boulevard	1.0	skg	1.0	conduct	1.0	feedback page	2.0	data privacy officer	1.0	advise	1.0	portal	1.0	tile	1.0	close	1.0
180	claim	5	customer service channel	2.0	rosh ha ayin industrial zone israel	1.0	identify	1.0	customer service channel	2.0	rosh ha ayin industrial zone israel	1.0	identify	1.0	customer service channel	2.0	rosh ha ayin industrial zone israel	1.0	identify	1.0	contact support service	3.0	exit	1.0	storytel	1.0	-emailmake	1.0	problem	2.0	twitter inc.	1.0	acquire	1.0	objection	1.0	camino	1.0	esc	1.0
181	description	5	client	2.0	google	1.0	process base	1.0	client	2.0	google	1.0	involve	1.0	client	2.0	google	1.0	process base	1.0	reason	3.0	portal	1.0	club	1.0	hit	1.0	support	2.0	data protection officerone cumberland place fenian streetdublin	1.0	sell	1.0	widget	1.0	el	1.0	entitle	1.0
182	display	5	telemarketing	2.0	diandian	1.0	involve	1.0	telemarketing	2.0	diandian	1.0	instal	1.0	telemarketing	2.0	diandian	1.0	involve	1.0	line	3.0	state	1.0	point	1.0	esc	1.0	safeguard	2.0	market street suite 900san francisco	1.0	buy	1.0	entity	1.0	e14	1.0	recommend	1.0
183	register	5	acknowledgment	2.0	microsoft	1.0	instal	1.0	satisfaction	2.0	microsoft	1.0	process base	1.0	acknowledgment	2.0	microsoft	1.0	instal	1.0	privacy policy administrator	3.0	objection	1.0	prof	1.0	close	1.0	data	2.0	ireland	1.0	comply	1.0	cost	1.0	twitch	1.0	2019welcome	1.0
184	try	5	-urlfor	2.0	limited liability company swag masha	1.0	conduct	1.0	-urlfor	2.0	limited liability company swag masha	1.0	conduct	1.0	satisfaction	2.0	limited liability company swag masha	1.0	conduct	1.0	deal	3.0	widget	1.0	eprivacy	1.0	enter	1.0	technology	2.0	tricor	1.0	apply	1.0	call	1.0	estonia	1.0	upload	1.0
185	generally	5	satisfaction	2.0	internatsionalnaya str	1.0	-emailmake	1.0	acknowledgment	2.0	republic	1.0	-emailmake	1.0	-urlfor	2.0	republic	1.0	-emailmake	1.0	event	3.0	cost	1.0	gmbh	1.0	entitle	1.0	product	2.0	mark lane london	1.0	deliver	1.0	pay	1.0	tallinn	1.0	create	1.0
186	gdpr	5	passport	2.0	republic	1.0	search hit enter	1.0	passport	2.0	internatsionalnaya str	1.0	search hit enter	1.0	passport	2.0	internatsionalnaya str	1.0	search hit enter	1.0	usa	3.0	pay	1.0	tandem	1.0	recommend	1.0	vat registration number	2.0	saygames llc	1.0	return	1.0	principle	1.0	sepapaja	1.0	click	1.0
187	telephone	5	misuse	2.0	terms	1.0	close	1.0	misuse	2.0	terms	1.0	close	1.0	misuse	2.0	terms	1.0	esc	1.0	response	3.0	principle	1.0	china	1.0	2019welcome	1.0	team	2.0	addressable platform limited	1.0	attempt	1.0	com	1.0	vertigo	1.0	confirm	1.0
188	safeguard	5	purpose	2.0	personal information	1.0	esc	1.0	purpose	2.0	personal information	1.0	esc	1.0	purpose	2.0	personal information	1.0	close	1.0	view	3.0	com	1.0	sichuan	1.0	click	1.0	telephone	2.0	itv	1.0	communicate	1.0	dot	1.0	b.v.s	1.0	sign	1.0
189	registration	5	system	2.0	doubleugames	1.0	entitle	1.0	system	2.0	doubleugames	1.0	entitle	1.0	system	2.0	doubleugames	1.0	entitle	1.0	privacy practice relate	3.0	mondly	1.0	tap4fun	1.0	create	1.0	response	2.0	britbox	1.0	triage	1.0	mondly	1.0	contextlogic	1.0	interact	1.0
190	emailwe	5	request question	2.0	aurora ave woodstock ga	1.0	recommend	1.0	request question	2.0	aurora ave woodstock ga	1.0	recommend	1.0	request question	2.0	aurora ave woodstock ga	1.0	recommend	1.0	limit	3.0	dot	1.0	co.	1.0	upload	1.0	country	2.0	itv rights limited	1.0	access rectify	1.0	manager	1.0	zynga	1.0	elect	1.0
191	platform	5	feedback page	2.0	tastypill	1.0	2019welcome	1.0	feedback page	2.0	tastypill	1.0	2019welcome	1.0	feedback page	2.0	tastypill	1.0	2019welcome	1.0	information delete	3.0	manager	1.0	tianfu	1.0	talk	1.0	address telephone number	2.0	itv consumer limited	1.0	object	1.0	conduct	1.0	page	1.0	reset	1.0
192	authority	4	support	2.0	testfoni	1.0	click	1.0	support	2.0	testfoni	1.0	click	1.0	support	2.0	testfoni	1.0	click	1.0	data processing	3.0	conduct	1.0	chengdu	1.0	sign	1.0	safety	2.0	holborn london ec1n	1.0	authenticate	1.0	merchandise	1.0	poland	1.0	advise	1.0
193	think	4	datum controller	2.0	information commissioners	1.0	upload	1.0	datum controller	2.0	information commissioners	1.0	create	1.0	datum controller	2.0	nicosia cyprus	1.0	create	1.0	matter cover	3.0	example	1.0	ted	1.0	confirm	1.0	privacy matter	2.0	fremantle media limited	1.0	fulfil	1.0	example	1.0	gdask	1.0	misuse	1.0
194	alternatively	4	communication	2.0	nicosia cyprus	1.0	create	1.0	communication	2.0	nicosia cyprus	1.0	upload	1.0	communication	2.0	information commissioners	1.0	upload	1.0	floor	3.0	merchandise	1.0	sites	1.0	interact	1.0	boulevard	1.0	stephen street london w1 t	1.0			k	1.0	zacna	1.0	buy	1.0
195	provider	4	technology	2.0	boubolina	1.0	talk	1.0	technology	2.0	boubolina	1.0	talk	1.0	technology	2.0	boubolina	1.0	talk	1.0	obtain	3.0	k	1.0	tile	1.0	elect	1.0	datum protection officer	1.0	waterhouse square	1.0			-emailfrom	1.0	pnix	1.0	sell	1.0
196	unresolved	4	product	2.0	sunnyvale	1.0	sign	1.0	product	2.0	sunnyvale	1.0	confirm	1.0	product	2.0	sunnyvale	1.0	confirm	1.0	company	3.0	-emailfrom	1.0	el	1.0	reset	1.0	datum protection law	1.0	got talent	1.0			nickname	1.0	bluehole	1.0	acquire	1.0
197	satisfactorily	4	vat registration number	2.0	california privacy rights	1.0	confirm	1.0	vat registration number	2.0	california privacy rights	1.0	sign	1.0	vat registration number	2.0	california privacy rights	1.0	sign	1.0	correct	3.0	field	1.0	camino	1.0	misuse	1.0	datum protection regulation	1.0	x factor	1.0			field	1.0	state	1.0	comply	1.0
198	charge	4	company number	2.0	privacy tubi inc	1.0	interact	1.0	company number	2.0	privacy tubi inc	1.0	interact	1.0	company number	2.0	privacy tubi inc	1.0	interact	1.0	data practice	3.0	nickname	1.0	real	1.0	advise	1.0	member state	1.0	britain	1.0			zone	1.0	h.k	1.0	deliver	1.0
199	44	4	team	2.0	montgomery street	1.0	elect	1.0	team	2.0	montgomery street	1.0	elect	1.0	team	2.0	montgomery street	1.0	elect	1.0	web form	3.0	park	1.0	mateo	1.0	sell	1.0	portal	1.0	gb	1.0			tech	1.0	chai	1.0	attempt	1.0
200	netherlands	4	telephone	2.0	twitter inc	1.0	reset	1.0	telephone	2.0	twitter inc	1.0	reset	1.0	telephone	2.0	twitter inc	1.0	reset	1.0	comment regard	3.0	tech	1.0	e14	1.0	buy	1.0	email address -email-	1.0	hydrane sas	1.0			park	1.0	wan	1.0	return	1.0
201	instruction	4	country	2.0	twitter	1.0	advise	1.0	country	2.0	twitter	1.0	advise	1.0	country	2.0	twitter	1.0	misuse	1.0	individual	3.0	zone	1.0	twitch	1.0	acquire	1.0	objection	1.0	denis	1.0			software	1.0	ro	1.0	affect	1.0
202	case	4	address telephone number	2.0	-emailwith	1.0	misuse	1.0	address telephone number	2.0	-emailwith	1.0	misuse	1.0	address telephone number	2.0	-emailwith	1.0	advise	1.0	preference	3.0	software	1.0	vertigo	1.0	comply	1.0	email preference	1.0	paris	1.0			code	1.0	lockhart	1.0	familiarize	1.0
203	appropriate	4	safety	2.0	adobe	1.0	comply	1.0	safety	2.0	adobe	1.0	comply	1.0	safety	2.0	adobe	1.0	sell	1.0	explain	3.0	registry	1.0	sepapaja	1.0	deliver	1.0	unsubscribe link	1.0	denis paris france	1.0			registry	1.0	rm	1.0	communicate	1.0
204	ny	4	privacy matter	2.0	site applications	1.0	acquire	1.0	privacy matter	2.0	site applications	1.0	sell	1.0	privacy matter	2.0	site applications	1.0	buy	1.0	page	3.0	code	1.0	tallinn	1.0	return	1.0	member profile	1.0	rue	1.0			offer	1.0	clicktouch	1.0	triage	1.0
205	specific	4	boulevard	1.0	camel games	1.0	buy	1.0	boulevard	1.0	camel games	1.0	buy	1.0	boulevard	1.0	camel games	1.0	acquire	1.0	registration number	3.0	promotion	1.0	estonia	1.0	attempt	1.0	support widget	1.0	companyabout games blog jobs	1.0			promotion	1.0	ab	1.0	object	1.0
206	reuters	4	datum protection officer	1.0	google play /apple app store	1.0	sell	1.0	datum protection officer	1.0	google play /apple app store	1.0	acquire	1.0	datum protection officer	1.0	google play /apple app store	1.0	comply	1.0	support e-mail	3.0	offer	1.0	contextlogic	1.0	affect	1.0	pay phone	1.0	games articles	1.0			newsletter	1.0	dvapps	1.0	rectify	1.0
207	thomson	4	exit	1.0	ellation inc.	1.0	deliver	1.0	exit	1.0	ellation inc.	1.0	deliver	1.0	exit	1.0	ellation inc.	1.0	deliver	1.0	ico	3.0	newsletter	1.0	b.v.s	1.0	familiarize	1.0	call	1.0	twitter facebook linkedin	1.0			contextlogic	1.0	dvloper	1.0	enjoy	1.0
208	kingdom	4	datum protection regulation	1.0	market st	1.0	return	1.0	datum protection law	1.0	market st	1.0	return	1.0	datum protection law	1.0	market st	1.0	return	1.0	support	3.0	contextlogic	1.0	zynga	1.0	communicate	1.0	cost	1.0	events careers	1.0			ticket	1.0	limassol	1.0	hope	1.0
209	francisco	4	datum protection law	1.0	cube software	1.0	attempt	1.0	datum protection regulation	1.0	cube software	1.0	attempt	1.0	datum protection regulation	1.0	cube software	1.0	attempt	1.0	password	3.0	port	1.0	page	1.0	triage	1.0	mobile	1.0	tiktok inc	1.0			jurisdiction	1.0	oval	1.0	fulfil	1.0
210	correct	4	member state	1.0	rue pierre picard	1.0	affect	1.0	member state	1.0	dashlane sas	1.0	affect	1.0	member state	1.0	dashlane sas	1.0	affect	1.0	inform	3.0	ticket	1.0	musixmatch	1.0	rectify	1.0	principle	1.0	tiktok legal department	1.0			receipt	1.0	krinou	1.0	authenticate	1.0
211	abuse	4	portal	1.0	dashlane sas	1.0	familiarize	1.0	portal	1.0	rue pierre picard	1.0	familiarize	1.0	portal	1.0	rue pierre picard	1.0	familiarize	1.0	help center	3.0	jurisdiction	1.0	poland	1.0	object	1.0	mondly	1.0	venice blvd suite	1.0			juvenile	1.0	easybrain	1.0		
212	view	4	email address -email-	1.0	dingtone	1.0	communicate	1.0	email address -email-	1.0	dingtone	1.0	communicate	1.0	email address -email-	1.0	dingtone	1.0	communicate	1.0	choice	3.0	receipt	1.0	gdask	1.0	enjoy	1.0	dot	1.0	culver city	1.0			forum	1.0	perm	1.0		
213	representative	4	objection	1.0	duolingo	1.0	triage	1.0	objection	1.0	duolingo	1.0	triage	1.0	objection	1.0	duolingo	1.0	triage	1.0	disable	3.0	juvenile	1.0	zacna	1.0	hope	1.0	com	1.0	usaemail	1.0			blog	1.0	technopark	1.0		
214	certain	4	email preference	1.0	stockholm sweden	1.0	access rectify	1.0	email preference	1.0	brunnsgatan	1.0	access rectify	1.0	email preference	1.0	brunnsgatan	1.0	access rectify	1.0	drawer	3.0	blog	1.0	camsurf	1.0	authenticate	1.0	manager contact information section	1.0	policy	1.0			decision	1.0	stakhanovskaya	1.0		
215	union	4	unsubscribe link	1.0	brunnsgatan	1.0	object	1.0	member profile	1.0	stockholm sweden	1.0	object	1.0	unsubscribe link	1.0	stockholm sweden	1.0	object	1.0	address state	2.0	forum	1.0	pnix	1.0	fulfil	1.0	datum protection	1.0	october	1.0			word	1.0	strovolos	1.0		
216	mention	4	member profile	1.0	gamegos	1.0	hope	1.0	unsubscribe link	1.0	gamegos	1.0	hope	1.0	member profile	1.0	gamegos	1.0	hope	1.0	add	2.0	decision	1.0	bluehole	1.0			data protection authority	1.0	bytedance uk limited aviation house	1.0			ctr	1.0	petousis	1.0		
217	assistance	4	support widget	1.0	gametion technologies pvt ltd	1.0	enjoy	1.0	support widget	1.0	gametion technologies pvt ltd	1.0	enjoy	1.0	support widget	1.0	gametion technologies pvt ltd	1.0	enjoy	1.0	keyword data protection	2.0	word	1.0	state	1.0			conduct	1.0	kingsway holborn london wc2b	1.0			document	1.0	sevilla	1.0		
218	problem	4	pay phone	1.0	eu representative	1.0	fulfil	1.0	pay phone	1.0	eu representative	1.0	authenticate	1.0	call	1.0	eu representative	1.0	authenticate	1.0	contact provide	2.0	ctr	1.0	h.k	1.0			website application	1.0	summarywhat	1.0			advertising	1.0	planta	1.0		
219	limit	4	call	1.0	eea	1.0	authenticate	1.0	call	1.0	eea	1.0	fulfil	1.0	pay phone	1.0	eea	1.0	fulfil	1.0	data protection law	2.0	document	1.0	chai	1.0			help page	1.0	hays house north wing	1.0			tracking	1.0	spain	1.0		
220	feature	4	mobile	1.0	liverpool street london ec2 m	1.0			mobile	1.0	liverpool street london ec2 m	1.0			cost	1.0	liverpool street london ec2 m	1.0			question contact	2.0	tracking	1.0	rm	1.0			example	1.0	floor millmead guildford surrey england gu2 4hj	1.0			meaning	1.0	monreal	1.0		
221	removal	4	cost	1.0	dpo centre	1.0			cost	1.0	dpo centre	1.0			mobile	1.0	dpo centre	1.0			follow way	2.0	advertising	1.0	lockhart	1.0			merchandise	1.0	contact information	1.0			paragraph	1.0	bueno	1.0		
222	apply	4	principle	1.0	gogogame	1.0			principle	1.0	gogogame	1.0			principle	1.0	gogogame	1.0			privacy email	2.0	meaning	1.0	ro	1.0			marketing preference	1.0	support centre	1.0			connection	1.0	cardenal	1.0		
223	emailfor	4	mondly	1.0	data protection good catch ltd shepherds building central charecroft way shepherds bush london w14	1.0			mondly	1.0	data protection good catch ltd shepherds building central charecroft way shepherds bush london w14	1.0			mondly	1.0	data protection good catch ltd shepherds building central charecroft way shepherds bush london w14	1.0			contact service page	2.0	paragraph	1.0	wan	1.0			k account information	1.0	data protection team	1.0			tool	1.0	s.l	1.0		
224	forth	4	dot	1.0	rijk	1.0			dot	1.0	schiphol	1.0			dot	1.0	beechavenue	1.0			owner contact email	2.0	connection	1.0	clicktouch	1.0			email account	1.0	fireproof studios ltd	1.0			transfer	1.0	genera	1.0		
225	aware	4	com	1.0	schiphol	1.0			com	1.0	rijk	1.0			com	1.0	schiphol	1.0			nature	2.0	handling	1.0	ab	1.0			-emailfrom	1.0	pepper deals ltd	1.0			handling	1.0	chief	1.0		
226	live	4	manager contact information section	1.0	beechavenue	1.0			manager contact information section	1.0	beechavenue	1.0			manager contact information section	1.0	rijk	1.0			alternative	2.0	transfer	1.0	dvapps	1.0			subject field	1.0	batemans row london ec2a	1.0			mean	1.0	local	1.0		
227	letter	4	datum protection	1.0	data privacy officer	1.0			datum protection	1.0	data privacy officer	1.0			datum protection	1.0	data privacy officer	1.0			support team	2.0	tool	1.0	dvloper	1.0			nickname	1.0	lindgreens	1.0			institution	1.0	icbc	1.0		
228	ico	4	data protection authority	1.0	data protection officerone cumberland place fenian streetdublin	1.0			data protection authority	1.0	data protection officerone cumberland place fenian streetdublin	1.0			data protection authority	1.0	data protection officerone cumberland place fenian streetdublin	1.0			accordance	2.0	mean	1.0	limassol	1.0			subject line	1.0	k?benhavn sor	1.0			function	1.0	bank	1.0		
229	twitter	4	conduct	1.0	market street suite 900san francisco	1.0			conduct	1.0	market street suite 900san francisco	1.0			conduct	1.0	market street suite 900san francisco	1.0			resident	2.0	function	1.0	easybrain	1.0			software park	1.0	restaurants limited customer services	1.0			database	1.0	user	1.0		
230	business	4	website application	1.0	twitter inc.	1.0			website application	1.0	twitter inc.	1.0			website application	1.0	twitter inc.	1.0			-emailwith	2.0	institution	1.0	krinou	1.0			tech zone	1.0	high road east finchley london	1.0			hn	1.0	entertainment	1.0		
231	entitled	3	help page	1.0	ireland	1.0			help page	1.0	ireland	1.0			help page	1.0	ireland	1.0			violate	2.0	database	1.0	oval	1.0			building	1.0	mcdonald	1.0			end	1.0	ape	1.0		
232	notify	3	example	1.0	mark lane london	1.0			merchandise	1.0	tricor	1.0			merchandise	1.0	tricor	1.0			infringe	2.0	hn	1.0	technopark	1.0			owner	1.0	uk information commissioners office	1.0			opinion	1.0	thinking	1.0		
233	tower	3	merchandise	1.0	tricor	1.0			example	1.0	mark lane london	1.0			example	1.0	mark lane london	1.0			scope	2.0	end	1.0	perm	1.0			registry code	1.0	legal department freeview	1.0			left	1.0	labs	1.0		
234	version	3	marketing preference	1.0	saygames llc	1.0			marketing preference	1.0	saygames llc	1.0			marketing preference	1.0	saygames llc	1.0			visitor	2.0	opinion	1.0	stakhanovskaya	1.0			unsubscribe option	1.0	floor	1.0			setting	1.0	planb	1.0		
235	urlfor	3	k account information	1.0	cookie	1.0			k account information	1.0	cookie	1.0			k account information	1.0	cookie	1.0			email use	2.0	setting	1.0	strovolos	1.0			promotion	1.0	dtv services ltd	1.0			advertiser	1.0	park	1.0		
236	previous	3	email account	1.0	cookie policy	1.0			email account	1.0	cookie policy	1.0			email account	1.0	cookie policy	1.0			testimonial	2.0	left	1.0	petousis	1.0			offer	1.0	digital uk limited	1.0			partner	1.0	homer	1.0		
237	current	3	subject field	1.0	direct	1.0			nickname	1.0	direct	1.0			-emailfrom	1.0	direct	1.0			datum privacy	2.0	personal	1.0	sevilla	1.0			newsletter	1.0	picsart inc.	1.0			personal	1.0	letsvpn	1.0		
238	owner	3	-emailfrom	1.0	addressable platform limited	1.0			-emailfrom	1.0	addressable platform limited	1.0			nickname	1.0	addressable platform limited	1.0			privacy issue	2.0	advertiser	1.0	spain	1.0			datum use practice	1.0	california business	1.0			mind	1.0	game	1.0		
239	note	3	nickname	1.0	britbox	1.0			subject field	1.0	itv	1.0			subject field	1.0	itv	1.0			handle	2.0	mind	1.0	genera	1.0			contextlogic use	1.0	sutter st.	1.0			sharing	1.0	level	1.0		
240	accordance	3	subject line	1.0	itv	1.0			subject line	1.0	britbox	1.0			subject line	1.0	britbox	1.0			controller	2.0	partner	1.0	s.l	1.0			support ticket	1.0	professions code section	1.0			system	1.0	sky	1.0		
241	lawful	3	tech zone	1.0	stephen street london w1 t	1.0			software park	1.0	stephen street london w1 t	1.0			software park	1.0	got talent	1.0			resolve issue	2.0	sharing	1.0	cardenal	1.0			rectification	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by.you	1.0			-urland	1.0	lima	1.0		
242	unauthorized	3	software park	1.0	holborn london ec1n	1.0			tech zone	1.0	holborn london ec1n	1.0			tech zone	1.0	itv rights limited	1.0			paris france	2.0	-urland	1.0	bueno	1.0			jurisdiction	1.0	dpdgroup uk ltd roebuck lane smethwick b66 1by products	1.0			menu	1.0	lion	1.0		
243	member	3	s	1.0	itv rights limited	1.0			s	1.0	itv rights limited	1.0			owner	1.0	itv consumer limited	1.0			request form	2.0	menu	1.0	monreal	1.0			mail address -email-	1.0	services uk europe	1.0			affiliate	1.0	lion??s	1.0		
244	resolution	3	owner	1.0	itv consumer limited	1.0			owner	1.0	itv consumer limited	1.0			registry code	1.0	holborn london ec1n	1.0			hn amsterdam	2.0	affiliate	1.0	planta	1.0			receipt	1.0	international dpd	1.0			limitation	1.0	belgium	1.0		
245	based	3	registry code	1.0	fremantle media limited	1.0			registry code	1.0	fremantle media limited	1.0			unsubscribe option	1.0	stephen street london w1 t	1.0			information collection	2.0	limitation	1.0	chief	1.0			address -email-	1.0	dpd terms	1.0			opposition	1.0	westrem	1.0		
246	specifically	3	unsubscribe option	1.0	got talent	1.0			unsubscribe option	1.0	waterhouse square	1.0			promotion	1.0	x factor	1.0			instruction	2.0	opposition	1.0	local	1.0			communication feature	1.0	brexit csr press centre	1.0			submission	1.0	denijs	1.0		
247	local	3	promotion	1.0	waterhouse square	1.0			promotion	1.0	got talent	1.0			offer	1.0	fremantle media limited	1.0			method	2.0	submission	1.0	user	1.0			juvenile	1.0	update	1.0			payment	1.0	sint	1.0		
248	handle	3	offer	1.0	x factor	1.0			offer	1.0	x factor	1.0			newsletter	1.0	britain	1.0			conduct	2.0	payment	1.0	bank	1.0			blog	1.0	conditions	1.0			gdprbot	1.0	soudanstraat	1.0		
249	confidentially	3	newsletter	1.0	britain	1.0			newsletter	1.0	britain	1.0			datum use practice	1.0	waterhouse square	1.0			investigate	2.0	voice	1.0	icbc	1.0			forum	1.0	commitment	1.0			person	1.0	octaaf	1.0		
250	offer	3	datum use practice	1.0	gb	1.0			datum use practice	1.0	gb	1.0			contextlogic use	1.0	gb	1.0			indicate	2.0	gdprbot	1.0	entertainment	1.0			communication option	1.0	apec cbpr	1.0			regulator	1.0	civil	1.0		
251	encourage	3	contextlogic use	1.0	hydrane sas	1.0			contextlogic use	1.0	hydrane sas	1.0			support ticket	1.0	hydrane sas	1.0			log	2.0	person	1.0	thinking	1.0			decision	1.0	privacyto	1.0			flat	1.0	outfit7	1.0		
252	quickly	3	support ticket	1.0	denis	1.0			support ticket	1.0	denis	1.0			rectification	1.0	paris	1.0			take-two	2.0	regulator	1.0	ape	1.0			datum request	1.0	apple	1.0			ip	1.0	uber	1.0		
253	paris	3	rectification	1.0	paris	1.0			rectification	1.0	paris	1.0			jurisdiction	1.0	denis	1.0			internet privacy policy administrator	2.0	flat	1.0	labs	1.0			word	1.0	european data protection officer	1.0			box	1.0	israel	1.0		
254	amsterdam	3	jurisdiction	1.0	homa games	1.0			jurisdiction	1.0	homa games	1.0			access request	1.0	homa games	1.0			street new york ny	2.0	ip	1.0	planb	1.0			subject	1.0	apples privacy policy	1.0			po	1.0	zone	1.0		
255	strozzilaan	3	access request	1.0	companyabout games blog jobs	1.0			access request	1.0	companyabout games blog jobs	1.0			mail address -email-	1.0	denis paris france	1.0			erase	2.0	po	1.0	homer	1.0			unsubscribe instruction	1.0	prp	1.0			attention	1.0	industrial	1.0		
256	barbara	3	mail address -email-	1.0	denis paris france	1.0			mail address -email-	1.0	denis paris france	1.0			receipt	1.0	companyabout games blog jobs	1.0			instance	2.0	box	1.0	park	1.0			ctr	1.0	calabasas rd calabasas	1.0			place	1.0	ayin	1.0		
257	201	3	receipt	1.0	twitter facebook linkedin	1.0			receipt	1.0	games articles	1.0			address -email-	1.0	games articles	1.0			collect information	2.0	attention	1.0	letsvpn	1.0			customer service email address	1.0	contact	1.0			touch	1.0	ha	1.0		
258	1083	3	address -email-	1.0	games articles	1.0			address -email-	1.0	twitter facebook linkedin	1.0			communication feature	1.0	rue	1.0			professional	2.0	place	1.0	game	1.0			document	1.0	planetart llc	1.0			compliance	1.0	rosh	1.0		
259	hn	3	communication feature	1.0	events careers	1.0			communication feature	1.0	events careers	1.0			juvenile	1.0	twitter facebook linkedin	1.0			thomson reuters	2.0	touch	1.0	level	1.0			party tracking	1.0	spotify	1.0			-emailwith	1.0	str	1.0		
260	relevant	3	juvenile	1.0	rue	1.0			juvenile	1.0	rue	1.0			blog	1.0	events careers	1.0			uk limited	2.0	action	1.0	lima	1.0			advertising	1.0	w 18th street	1.0			login	1.0	internatsionalnaya	1.0		
261	reason	3	forum	1.0	.california	1.0			blog	1.0	.california	1.0			forum	1.0	.california	1.0			process information	2.0	compliance	1.0	sky	1.0			user content	1.0	new york ny	1.0			dissemination	1.0	masha	1.0		
262	interactive	3	blog	1.0	tiktok inc	1.0			forum	1.0	tiktok inc	1.0			communication option	1.0	tiktok inc	1.0			question comment complaint	2.0	-emailwith	1.0	lion	1.0			meaning	1.0					aspect	1.0	republic	1.0		
263	york	3	communication option	1.0	tiktok legal department	1.0			communication option	1.0	venice blvd suite	1.0			decision	1.0	venice blvd suite	1.0			south	2.0	login	1.0	lion??s	1.0			paragraph	1.0					ability	1.0	swag	1.0		
264	new	3	decision	1.0	venice blvd suite	1.0			decision	1.0	tiktok legal department	1.0			datum request	1.0	tiktok legal department	1.0			offer	2.0	dissemination	1.0	musescore	1.0			privacy concern complaint	1.0					answer	1.0	liability	1.0		
265	event	3	datum request	1.0	culver city	1.0			datum request	1.0	culver city	1.0			subject	1.0	culver city	1.0			option	2.0	aspect	1.0	denijs	1.0			dispute	1.0					storage	1.0	doubleugames	1.0		
266	deal	3	subject	1.0	usaemail	1.0			subject	1.0	usaemail	1.0			word	1.0	usaemail	1.0			request contact	2.0	ability	1.0	sint	1.0			connection	1.0					-emailany	1.0	ga	1.0		
